site,date,component_rows,scene_ids,product_ids,tiles,utc_timestamps,ndci_component_values,ndci_component_counts,ndci_weighted_numerator,ndci_valid_pixels,ndci_mean,fai_component_values,fai_component_counts,fai_weighted_numerator,fai_valid_pixels,fai_mean
Ipo Weir,2025-06-22,1,20250622T022131_20250622T022128_T52SCG,S2A_MSIL2A_20250622T022131_N0511_R003_T52SCG_20250622T071517,52SCG,2025-06-22T02:27:26.841000+00:00,0.029075184040538798,10607,308.40047711799502,10607,0.029075184040538798,-0.016595612249926402,10607,-176.02965913496934,10607,-0.016595612249926402
Ipo Weir,2025-07-10,1,20250710T021631_20250710T022524_T52SCG,S2C_MSIL2A_20250710T021631_N0511_R003_T52SCG_20250710T055619,52SCG,2025-07-10T02:27:35.736000+00:00,0.050844919213044001,10607,539.31205809275775,10607,0.050844919213044001,0.0046632254828127004,10607,49.462832696194312,10607,0.0046632254828127004
Ipo Weir,2025-07-12,1,20250712T022131_20250712T022332_T52SCG,S2A_MSIL2A_20250712T022131_N0511_R003_T52SCG_20250712T062412,52SCG,2025-07-12T02:27:31.836000+00:00,0.080643834047344903,10607,855.38914774018735,10607,0.080643834047344903,0.0099628318955698007,10607,105.67575791630888,10607,0.0099628318955698007
Ipo Weir,2025-07-25,1,20250725T021539_20250725T022319_T52SCG,S2B_MSIL2A_20250725T021539_N0511_R003_T52SCG_20250725T041758,52SCG,2025-07-25T02:27:14.583000+00:00,-0.0381967170342064,10607,-405.1525775818273,10607,-0.0381967170342064,-0.0024454963728151001,10607,-25.939380026449768,10607,-0.0024454963728151001
Ipo Weir,2025-09-03,1,20250903T021529_20250903T022208_T52SCG,S2B_MSIL2A_20250903T021529_N0511_R003_T52SCG_20250903T041538,52SCG,2025-09-03T02:27:12.325000+00:00,-0.023059179364947099,10607,-244.58871552399387,10607,-0.023059179364947099,0.0129958149842604,10607,137.84660953805007,10607,0.012995814984260402
Ipo Weir,2025-09-10,1,20250910T022131_20250910T022325_T52SCG,S2A_MSIL2A_20250910T022131_N0511_R003_T52SCG_20250910T062313,52SCG,2025-09-10T02:27:24.546000+00:00,-0.0266936614188612,10607,-283.13966666986073,10607,-0.0266936614188612,0.014609331710163299,10607,154.96118144970211,10607,0.014609331710163299
Ipo Weir,2025-10-28,1,20251028T021821_20251028T022504_T52SCG,S2C_MSIL2A_20251028T021821_N0511_R003_T52SCG_20251028T054320,52SCG,2025-10-28T02:27:25.641000+00:00,-0.16711091591823229,10607,-1772.54548514469,10607,-0.16711091591823229,-0.0088204364685125995,10607,-93.558369621513137,10607,-0.0088204364685125995
Juksan Weir,2017-05-03,1,20170503T021611_20170503T022350_T52SBD,S2A_MSIL2A_20170503T021611_N0500_R003_T52SBD_20230925T151324,52SBD,2017-05-03T02:28:01.683000+00:00,0.069945982751817404,1143,79.948258285327299,1143,0.069945982751817404,-0.0076912465677353003,1143,-8.7910948269214479,1143,-0.0076912465677353003
Juksan Weir,2017-10-30,1,20171030T021821_20171030T022623_T52SBD,S2A_MSIL2A_20171030T021821_N0500_R003_T52SBD_20230911T092126,52SBD,2017-10-30T02:27:58.706000+00:00,0.14991672913884849,1143,171.35482140570383,1143,0.14991672913884849,-0.0047104502530260998,1143,-5.3840446392088319,1143,-0.0047104502530260998
Juksan Weir,2019-05-03,1,20190503T021611_20190503T021607_T52SBD,S2A_MSIL2A_20190503T021611_N0500_R003_T52SBD_20221205T094439,52SBD,2019-05-03T02:28:03.358000+00:00,0.1153437684256981,1143,131.83792731057292,1143,0.1153437684256981,-0.0033740792131957999,1143,-3.8565725406827993,1143,-0.0033740792131957999
Juksan Weir,2019-05-23,1,20190523T021611_20190523T022746_T52SBD,S2A_MSIL2A_20190523T021611_N0500_R003_T52SBD_20230618T033929,52SBD,2019-05-23T02:28:02.927000+00:00,0.1371640757814967,1143,156.77853861825074,1143,0.1371640757814967,0.012777674289972099,1143,14.604881713438109,1143,0.012777674289972099
Juksan Weir,2019-06-12,1,20190612T021611_20190612T022608_T52SBD,S2A_MSIL2A_20190612T021611_N0212_R003_T52SBD_20190612T043019,52SBD,2019-06-12T02:28:02+00:00,0.13773321228741359,761,104.81497455072174,761,0.13773321228741359,0.086556696420578297,761,65.869645976060085,761,0.086556696420578297
Juksan Weir,2019-06-17,1,20190617T021609_20190617T022127_T52SBD,S2B_MSIL2A_20190617T021609_N0212_R003_T52SBD_20190617T055313,52SBD,2019-06-17T02:28:07+00:00,0.14938153659893891,1141,170.44433325938928,1141,0.14938153659893891,0.080178051047886403,1141,91.483156245638384,1141,0.080178051047886403
Juksan Weir,2019-08-01,1,20190801T021611_20190801T021608_T52SBD,S2A_MSIL2A_20190801T021611_N0213_R003_T52SBD_20190801T050256,52SBD,2019-08-01T02:28:04.200000+00:00,0.276911791649601,1106,306.26444156445871,1106,0.276911791649601,0.073844943693989598,1106,81.672507725552492,1106,0.073844943693989598
Juksan Weir,2019-10-10,1,20191010T021611_20191010T021609_T52SBD,S2A_MSIL2A_20191010T021611_N0213_R003_T52SBD_20191010T052518,52SBD,2019-10-10T02:28:02.221000+00:00,0.081606751499376406,1143,93.27651696378723,1143,0.081606751499376406,0.011892130267668499,1143,13.592704895945095,1143,0.011892130267668499
Juksan Weir,2019-10-20,1,20191020T021721_20191020T021716_T52SBD,S2A_MSIL2A_20191020T021721_N0213_R003_T52SBD_20191020T052106,52SBD,2019-10-20T02:28:02.800000+00:00,0.21503809165413729,1143,245.78853876067893,1143,0.21503809165413729,0.020662638773235702,1143,23.617396117808408,1143,0.020662638773235702
Juksan Weir,2019-10-30,1,20191030T021821_20191030T021819_T52SBD,S2A_MSIL2A_20191030T021821_N0213_R003_T52SBD_20191030T053042,52SBD,2019-10-30T02:28:02.806000+00:00,0.18037945190398921,1143,206.17371352625966,1143,0.18037945190398921,0.0203848643445897,1143,23.299899945866027,1143,0.0203848643445897
Juksan Weir,2020-05-12,1,20200512T021559_20200512T021601_T52SBD,S2B_MSIL2A_20200512T021559_N0214_R003_T52SBD_20200512T050014,52SBD,2020-05-12T02:27:58.258000+00:00,0.085543472770249998,1143,97.776189376395749,1143,0.085543472770249998,0.022315522298750199,1143,25.506641987471479,1143,0.022315522298750199
Juksan Weir,2020-06-21,1,20200621T021609_20200621T021605_T52SBD,S2B_MSIL2A_20200621T021609_N0214_R003_T52SBD_20200621T050033,52SBD,2020-06-21T02:28:02.125000+00:00,0.12886853990281941,1143,147.29674110892259,1143,0.12886853990281941,0.039714183137048199,1143,45.393311325646089,1143,0.039714183137048199
Juksan Weir,2020-06-26,1,20200626T021611_20200626T021608_T52SBD,S2A_MSIL2A_20200626T021611_N0214_R003_T52SBD_20200626T053706,52SBD,2020-06-26T02:28:05.080000+00:00,0.072124213315612598,396,28.56118847298259,396,0.072124213315612598,0.093603636898081294,396,37.06704021164019,396,0.093603636898081294
Juksan Weir,2020-07-01,1,20200701T021609_20200701T021605_T52SBD,S2B_MSIL2A_20200701T021609_N0214_R003_T52SBD_20200701T050148,52SBD,2020-07-01T02:28:01.906000+00:00,0.12554193136586919,1008,126.54626681679615,1008,0.12554193136586919,0.051395498471814301,1008,51.806662459588814,1008,0.051395498471814301
Juksan Weir,2020-08-15,1,20200815T021611_20200815T021609_T52SBD,S2A_MSIL2A_20200815T021611_N0214_R003_T52SBD_20200815T053707,52SBD,2020-08-15T02:28:05.461000+00:00,0.095266709446169995,1140,108.60404876863379,1140,0.095266709446169995,0.1062075974697609,1140,121.07666111552743,1140,0.1062075974697609
Juksan Weir,2020-08-20,1,20200820T021609_20200820T021606_T52SBD,S2B_MSIL2A_20200820T021609_N0214_R003_T52SBD_20200820T045434,52SBD,2020-08-20T02:28:03.117000+00:00,0.24146815236438629,1143,275.99809815249353,1143,0.24146815236438629,0.059648612951942598,1143,68.178364604070396,1143,0.059648612951942605
Juksan Weir,2020-08-30,1,20200830T021609_20200830T021606_T52SBD,S2B_MSIL2A_20200830T021609_N0214_R003_T52SBD_20200830T045746,52SBD,2020-08-30T02:28:02.830000+00:00,0.2162617979426715,808,174.73953273767859,808,0.21626179794267153,0.081054792033371098,808,65.492271962963841,808,0.081054792033371084
Juksan Weir,2020-09-04,1,20200904T021611_20200904T021607_T52SBD,S2A_MSIL2A_20200904T021611_N0214_R003_T52SBD_20200904T052050,52SBD,2020-09-04T02:28:04.110000+00:00,0.10599718662356999,1143,121.15478431074051,1143,0.10599718662356999,0.0090920073519671005,1143,10.392164403298397,1143,0.0090920073519671005
Juksan Weir,2020-10-24,1,20201024T021751_20201024T022447_T52SBD,S2A_MSIL2A_20201024T021751_N0214_R003_T52SBD_20201024T045915,52SBD,2020-10-24T02:28:04.906000+00:00,0.2668714630452893,1143,305.03408226076567,1143,0.2668714630452893,0.0012764461241401999,1143,1.4589779198922486,1143,0.0012764461241401999
Juksan Weir,2021-05-02,1,20210502T021601_20210502T022719_T52SBD,S2A_MSIL2A_20210502T021601_N0300_R003_T52SBD_20210502T041531,52SBD,2021-05-02T02:27:57.448000+00:00,0.0490658666944742,810,39.7433520225241,810,0.0490658666944742,-0.0014476134808716001,810,-1.172566919505996,810,-0.0014476134808716001
Juksan Weir,2021-05-12,1,20210512T021601_20210512T022720_T52SBD,S2A_MSIL2A_20210512T021601_N0500_R003_T52SBD_20230208T164724,52SBD,2021-05-12T02:27:59.070000+00:00,0.1332781390426217,1143,152.3369129257166,1143,0.1332781390426217,0.0085059221975433991,1143,9.7222690717921054,1143,0.0085059221975433991
Juksan Weir,2021-05-22,1,20210522T021601_20210522T022207_T52SBD,S2A_MSIL2A_20210522T021601_N0500_R003_T52SBD_20230224T233603,52SBD,2021-05-22T02:28:00.056000+00:00,0.1660910079213096,1143,189.84202205405688,1143,0.1660910079213096,0.0118100979584403,1143,13.498941966497263,1143,0.0118100979584403
Juksan Weir,2021-06-06,1,20210606T021609_20210606T021604_T52SBD,S2B_MSIL2A_20210606T021609_N0300_R003_T52SBD_20210606T044406,52SBD,2021-06-06T02:28:00.596000+00:00,0.12083588322948211,1115,134.73200980087256,1115,0.12083588322948212,0.074416648596657795,1115,82.974563185273439,1115,0.074416648596657795
Juksan Weir,2021-07-01,1,20210701T021611_20210701T022723_T52SBD,S2A_MSIL2A_20210701T021611_N0301_R003_T52SBD_20210701T041642,52SBD,2021-07-01T02:28:01.585000+00:00,0.2287309871775218,1143,261.43951834390742,1143,0.2287309871775218,0.047867403750477898,1143,54.712442486796235,1143,0.047867403750477898
Juksan Weir,2021-07-16,1,20210716T021609_20210716T022506_T52SBD,S2B_MSIL2A_20210716T021609_N0301_R003_T52SBD_20210716T045806,52SBD,2021-07-16T02:28:01.624000+00:00,0.18409719448813361,764,140.65025658893407,764,0.18409719448813361,0.11094275320900319,764,84.760263451678441,764,0.11094275320900319
Juksan Weir,2021-07-21,1,20210721T021611_20210721T022210_T52SBD,S2A_MSIL2A_20210721T021611_N0301_R003_T52SBD_20210721T050130,52SBD,2021-07-21T02:28:02.957000+00:00,0.23191913523504179,927,214.98903836288375,927,0.23191913523504179,0.026507231408361601,915,24.254116738650865,915,0.026507231408361601
Juksan Weir,2021-07-31,1,20210731T021611_20210731T022724_T52SBD,S2A_MSIL2A_20210731T021611_N0301_R003_T52SBD_20210731T041630,52SBD,2021-07-31T02:28:02.826000+00:00,0.26497850219100838,579,153.42255276859385,579,0.26497850219100838,0.0359350250210905,579,20.806379487211398,579,0.0359350250210905
Juksan Weir,2021-08-05,1,20210805T021609_20210805T021604_T52SBD,S2B_MSIL2A_20210805T021609_N0301_R003_T52SBD_20210805T043604,52SBD,2021-08-05T02:28:00.857000+00:00,0.22116813938362501,1122,248.15065238842726,1122,0.22116813938362501,0.0948081571347206,1122,106.37475230515652,1122,0.0948081571347206
Juksan Weir,2021-08-10,1,20210810T021611_20210810T022723_T52SBD,S2A_MSIL2A_20210810T021611_N0301_R003_T52SBD_20210810T043028,52SBD,2021-08-10T02:28:02.172000+00:00,0.28090123688771368,1128,316.85659520934104,1128,0.28090123688771368,0.1058610239779748,1128,119.41123504715557,1128,0.1058610239779748
Juksan Weir,2021-08-20,1,20210820T021611_20210820T022256_T52SBD,S2A_MSIL2A_20210820T021611_N0301_R003_T52SBD_20210820T050022,52SBD,2021-08-20T02:28:01.881000+00:00,0.22291665692122259,927,206.64374096597334,927,0.22291665692122259,0.093790902176282803,927,86.944166317414158,927,0.093790902176282803
Juksan Weir,2021-09-19,1,20210919T021611_20210919T022209_T52SBD,S2A_MSIL2A_20210919T021611_N0301_R003_T52SBD_20210919T051646,52SBD,2021-09-19T02:28:01.889000+00:00,0.23471144759135729,1033,242.45692536187207,1033,0.23471144759135729,0.034016955916676701,1033,35.139515461927033,1033,0.034016955916676701
Juksan Weir,2021-09-24,1,20210924T021559_20210924T021601_T52SBD,S2B_MSIL2A_20210924T021559_N0301_R003_T52SBD_20210924T044840,52SBD,2021-09-24T02:27:57.576000+00:00,0.23879874036153981,1141,272.46936275251693,1141,0.23879874036153981,0.038177606541406298,1141,43.560649063744584,1141,0.038177606541406298
Juksan Weir,2021-10-09,1,20211009T021611_20211009T022726_T52SBD,S2A_MSIL2A_20211009T021611_N0301_R003_T52SBD_20211009T042046,52SBD,2021-10-09T02:28:04.792000+00:00,0.25788327415116918,1143,294.76058235478638,1143,0.25788327415116918,0.027526413957451701,1143,31.462691153367295,1143,0.027526413957451701
Juksan Weir,2021-10-19,1,20211019T021721_20211019T022407_T52SBD,S2A_MSIL2A_20211019T021721_N0301_R003_T52SBD_20211019T051640,52SBD,2021-10-19T02:28:04.986000+00:00,0.18783149722077899,1143,214.69140132335039,1143,0.18783149722077899,0.0149447699862828,1143,17.081872094321241,1143,0.0149447699862828
Juksan Weir,2021-10-29,1,20211029T021821_20211029T021817_T52SBD,S2A_MSIL2A_20211029T021821_N0301_R003_T52SBD_20211029T050825,52SBD,2021-10-29T02:28:04.337000+00:00,0.27042941598019449,1143,309.10082246536228,1143,0.27042941598019449,0.0071680846941929001,1143,8.1931208054624847,1143,0.0071680846941929001
Juksan Weir,2022-05-02,1,20220502T021559_20220502T021557_T52SBD,S2B_MSIL2A_20220502T021559_N0400_R003_T52SBD_20220502T044228,52SBD,2022-05-02T02:27:53.808000+00:00,0.084186229093999101,1143,96.224859854440979,1143,0.084186229093999101,-0.0041897823119305001,1143,-4.7889211825365612,1143,-0.0041897823119305001
Juksan Weir,2022-05-17,1,20220517T021611_20220517T022234_T52SBD,S2A_MSIL2A_20220517T021611_N0400_R003_T52SBD_20220517T055107,52SBD,2022-05-17T02:28:04.733000+00:00,0.17868974610782221,1143,204.24237980124079,1143,0.17868974610782221,0.010857190388064999,1143,12.409768613558294,1143,0.010857190388064999
Juksan Weir,2022-05-22,1,20220522T021609_20220522T022240_T52SBD,S2B_MSIL2A_20220522T021609_N0400_R003_T52SBD_20220522T050008,52SBD,2022-05-22T02:27:59.634000+00:00,0.18460820067202949,1143,211.00717336812971,1143,0.18460820067202949,0.017399665149114198,1143,19.88781726543753,1143,0.017399665149114198
Juksan Weir,2022-05-27,1,20220527T021611_20220527T022236_T52SBD,S2A_MSIL2A_20220527T021611_N0400_R003_T52SBD_20220527T054614,52SBD,2022-05-27T02:28:07.039000+00:00,0.15177227374289681,1143,173.47570888813107,1143,0.15177227374289681,0.026081562608152802,1143,29.811226061118653,1143,0.026081562608152802
Juksan Weir,2022-06-11,1,20220611T021539_20220611T022746_T52SBD,S2B_MSIL2A_20220611T021539_N0400_R003_T52SBD_20220611T054009,52SBD,2022-06-11T02:28:02.066000+00:00,0.2100215295794931,1143,240.05460830936062,1143,0.2100215295794931,0.040023756633910001,1143,45.747153832559128,1143,0.040023756633910001
Juksan Weir,2022-07-01,1,20220701T021539_20220701T022748_T52SBD,S2B_MSIL2A_20220701T021539_N0400_R003_T52SBD_20220701T052709,52SBD,2022-07-01T02:28:04.744000+00:00,0.2399696480474442,1143,274.28530771822869,1143,0.23996964804744417,0.051189118132195802,1143,58.509162025099805,1143,0.051189118132195802
Juksan Weir,2022-09-09,1,20220909T021539_20220909T022735_T52SBD,S2B_MSIL2A_20220909T021539_N0400_R003_T52SBD_20220909T052749,52SBD,2022-09-09T02:28:01.501000+00:00,0.22184546073431211,1143,253.56936161931873,1143,0.22184546073431211,0.068957407418400202,1143,78.81831667923143,1143,0.068957407418400202
Juksan Weir,2022-09-29,1,20220929T021529_20220929T022606_T52SBD,S2B_MSIL2A_20220929T021529_N0400_R003_T52SBD_20220929T051901,52SBD,2022-09-29T02:27:59.389000+00:00,0.25713482965946999,1143,293.9051103007742,1143,0.25713482965946999,0.051972134320337801,1143,59.404149528146107,1143,0.051972134320337801
Juksan Weir,2022-10-14,1,20221014T021641_20221014T022306_T52SBD,S2A_MSIL2A_20221014T021641_N0400_R003_T52SBD_20221014T054257,52SBD,2022-10-14T02:28:04.169000+00:00,0.28603234045753728,1143,326.9349651429651,1143,0.28603234045753728,0.034960280903847799,1143,39.959601073098035,1143,0.034960280903847799
Juksan Weir,2022-10-19,1,20221019T021709_20221019T022253_T52SBD,S2B_MSIL2A_20221019T021709_N0400_R003_T52SBD_20221019T043130,52SBD,2022-10-19T02:27:58.990000+00:00,0.2638576625238882,1143,301.58930826480423,1143,0.2638576625238882,0.020399709810922401,1143,23.316868313884303,1143,0.020399709810922401
Juksan Weir,2022-10-24,1,20221024T021741_20221024T022408_T52SBD,S2A_MSIL2A_20221024T021741_N0400_R003_T52SBD_20221024T053657,52SBD,2022-10-24T02:28:02.046000+00:00,0.21668863383347989,1143,247.6751084716675,1143,0.21668863383347989,0.0161875460977393,1143,18.50236518971602,1143,0.0161875460977393
Juksan Weir,2023-05-02,1,20230502T021531_20230502T022440_T52SBD,S2A_MSIL2A_20230502T021531_N0509_R003_T52SBD_20230502T052753,52SBD,2023-05-02T02:27:59.964000+00:00,0.12581692571983361,1143,143.80874609776981,1143,0.12581692571983361,0.0089425574065554007,1143,10.221343115692823,1143,0.0089425574065554007
Juksan Weir,2023-06-06,1,20230606T021539_20230606T022738_T52SBD,S2B_MSIL2A_20230606T021539_N0509_R003_T52SBD_20230606T052901,52SBD,2023-06-06T02:28:04.160000+00:00,0.19255113958329709,1143,220.08595254370857,1143,0.19255113958329709,0.037148124312149998,1143,42.460306088787448,1143,0.037148124312149998
Juksan Weir,2023-08-05,1,20230805T021539_20230805T022738_T52SBD,S2B_MSIL2A_20230805T021539_N0509_R003_T52SBD_20230805T052730,52SBD,2023-08-05T02:28:04.412000+00:00,0.22826104310846479,1143,260.90237227297524,1143,0.22826104310846479,0.053390822545299803,1143,61.025710169277673,1143,0.053390822545299803
Juksan Weir,2023-08-20,1,20230820T021541_20230820T022103_T52SBD,S2A_MSIL2A_20230820T021541_N0509_R003_T52SBD_20230820T075701,52SBD,2023-08-20T02:28:05.714000+00:00,0.27683991153600712,1143,316.42801888565612,1143,0.27683991153600712,0.091422829659090099,1143,104.49629430033998,1143,0.091422829659090099
Juksan Weir,2023-08-25,1,20230825T021539_20230825T022658_T52SBD,S2B_MSIL2A_20230825T021539_N0509_R003_T52SBD_20230825T062238,52SBD,2023-08-25T02:28:03.629000+00:00,0.14635900541665381,1143,167.2883431912353,1143,0.14635900541665381,0.068698095419475996,1143,78.521923064461063,1143,0.068698095419475996
Juksan Weir,2023-09-09,1,20230909T021541_20230909T022102_T52SBD,S2A_MSIL2A_20230909T021541_N0509_R003_T52SBD_20230909T072557,52SBD,2023-09-09T02:28:04.750000+00:00,0.2860833297889247,1143,326.99324594874093,1143,0.2860833297889247,0.063160774036020703,1143,72.192764723171663,1143,0.063160774036020703
Juksan Weir,2023-09-29,1,20230929T021531_20230929T022736_T52SBD,S2A_MSIL2A_20230929T021531_N0509_R003_T52SBD_20230929T071454,52SBD,2023-09-29T02:28:01.858000+00:00,0.1735658269572028,1143,198.38574021208279,1143,0.1735658269572028,0.068977841068673496,1143,78.841672341493805,1143,0.068977841068673496
Juksan Weir,2023-10-29,1,20231029T021811_20231029T022436_T52SBD,S2A_MSIL2A_20231029T021811_N0509_R003_T52SBD_20231029T052155,52SBD,2023-10-29T02:27:59.300000+00:00,0.1800307883281948,1143,205.77519105912666,1143,0.1800307883281948,0.0088392713036752005,1143,10.103287100100754,1143,0.0088392713036752005
Juksan Weir,2024-05-16,1,20240516T021611_20240516T022748_T52SBD,S2A_MSIL2A_20240516T021611_N0510_R003_T52SBD_20240516T085750,52SBD,2024-05-16T02:28:02.240000+00:00,0.103451191916164,1143,118.24471236017546,1143,0.103451191916164,0.014687768461401801,1143,16.788119351382257,1143,0.014687768461401799
Juksan Weir,2024-05-31,1,20240531T021529_20240531T021532_T52SBD,S2B_MSIL2A_20240531T021529_N0510_R003_T52SBD_20240531T042042,52SBD,2024-05-31T02:27:58.991000+00:00,0.17101417471637911,1143,195.46920170082132,1143,0.17101417471637911,0.027398829639669699,1143,31.316862278142466,1143,0.027398829639669699
Juksan Weir,2024-06-10,1,20240610T021539_20240610T021535_T52SBD,S2B_MSIL2A_20240610T021539_N0510_R003_T52SBD_20240610T042021,52SBD,2024-06-10T02:28:01.870000+00:00,0.17956296317237919,1143,205.24046690602941,1143,0.17956296317237919,0.042420987103460803,1143,48.487188259255696,1143,0.042420987103460803
Juksan Weir,2024-06-15,1,20240615T021611_20240615T022018_T52SBD,S2A_MSIL2A_20240615T021611_N0510_R003_T52SBD_20240615T080802,52SBD,2024-06-15T02:28:05.565000+00:00,0.19186428507346079,1125,215.84732070764338,1125,0.19186428507346079,0.056875421944705198,1125,63.98484968779335,1125,0.056875421944705198
Juksan Weir,2024-07-30,1,20240730T021539_20240730T021533_T52SBD,S2B_MSIL2A_20240730T021539_N0511_R003_T52SBD_20240730T041503,52SBD,2024-07-30T02:27:59.973000+00:00,0.23069785422588021,1076,248.23089114704712,1076,0.23069785422588021,0.1492217034561974,1076,160.56255291886839,1076,0.1492217034561974
